Term|Overlap|P.value|Adjusted.P.value|Old.P.value|Old.Adjusted.P.value|Odds.Ratio|Combined.Score|Genes|cluster
6724|regulation of mRNA stability (GO:0043488)|5/129|0.0884990364971191|0.954779245760674|0|0|2.1180158427585|5.13568774953556|HSPA8;EXOSC8;SERBP1;HNRNPU;VIM|4
6725|regulation of glycolytic process (GO:0006110)|3/58|0.0899618992380426|0.968513864581712|0|0|2.82645562464669|6.80714821957557|NDC1;NUP205;AAAS|4
6726|nuclear export (GO:0051168)|4/93|0.0912111011779414|0.979895261707442|0|0|2.35031435454492|5.62801261147472|DDX39B;MAGOH;CCHCR1;RAN|4
6727|microtubule polymerization (GO:0046785)|2/28|0.0924739269602527|0.991374893441532|0|0|3.9032006245121|9.2928514632972|TPPP3;CKAP5|4
6728|purine ribonucleoside triphosphate biosynthetic process (GO:0009206)|2/28|0.0924739269602527|0.989296539367231|0|0|3.9032006245121|9.2928514632972|IMPDH2;ATP5G2|4
6729|regulation of protein localization to nucleus (GO:1900180)|2/28|0.0924739269602527|0.987226881335082|0|0|3.9032006245121|9.2928514632972|PLK1;CDK1|4
6730|positive regulation of calcium-mediated signaling (GO:0050850)|2/29|0.0981670602692225|1|0|0|3.76860749952892|8.747256661138|CALM3;CALM2|4
6731|negative regulation of response to DNA damage stimulus (GO:2001021)|2/29|0.0981670602692225|1|0|0|3.76860749952892|8.747256661138|CDKN2D;DDX39B|4
6732|protein export from nucleus (GO:0006611)|2/29|0.0981670602692225|1|0|0|3.76860749952892|8.747256661138|CCHCR1;RAN|4
6733|epithelial cell differentiation (GO:0030855)|4/97|0.10246718656136|1|0|0|2.25339417497606|5.13371114363193|PCNA;CDK1;TAGLN2;E2F8|4
6734|peptide biosynthetic process (GO:0043043)|6/175|0.10288434714405|1|0|0|1.87353629976581|4.26070213559707|RPS17;MRPL51;RPS5;RPSA;RPS20;RPL6|4
6735|regulation of striated muscle contraction (GO:0006942)|2/30|0.103956048771023|1|0|0|3.64298724954463|8.24694745768895|CALM3;CALM2|4
6736|nucleotide-excision repair, preincision complex assembly (GO:0006294)|2/30|0.103956048771023|1|0|0|3.64298724954463|8.24694745768895|RPA3;RPA2|4
6737|regulation of keratinocyte differentiation (GO:0045616)|2/30|0.103956048771023|1|0|0|3.64298724954463|8.24694745768895|CBFB;H2AFY|4
6738|protein alkylation (GO:0008213)|2/30|0.103956048771023|1|0|0|3.64298724954463|8.24694745768895|HSPA8;SNRPB|4
6739|regulation of embryonic development (GO:0045995)|2/30|0.103956048771023|1|0|0|3.64298724954463|8.24694745768895|RACGAP1;CDK1|4
6740|regulation of glial cell differentiation (GO:0045685)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|CDK1|4
6741|mRNA 5'-splice site recognition (GO:0000395)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|PSIP1|4
6742|positive regulation of interferon-gamma secretion (GO:1902715)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|CD2|4
6743|polyamine biosynthetic process (GO:0006596)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|SMS|4
6744|purine ribonucleoside monophosphate catabolic process (GO:0009169)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|NUDT4|4
6745|response to chemokine (GO:1990868)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|RHOA|4
6746|regulation of histone H3-K27 methylation (GO:0061085)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|H2AFY|4
6747|histone-serine phosphorylation (GO:0035404)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|AURKB|4
6748|negative regulation of chromosome organization (GO:2001251)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|TOP2A|4
6749|cellular response to chemokine (GO:1990869)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|RHOA|4
6750|ribosomal small subunit export from nucleus (GO:0000056)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|RAN|4
6751|regulation of mitotic spindle checkpoint (GO:1903504)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|CCNB1|4
6752|protein localization to nuclear envelope (GO:0090435)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|PLK1|4
6753|nuclear polyadenylation-dependent ncRNA catabolic process (GO:0071046)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|EXOSC8|4
6754|dosage compensation by inactivation of X chromosome (GO:0009048)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|HNRNPU|4
6755|folic acid-containing compound biosynthetic process (GO:0009396)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|DHFR|4
6756|viral release from host cell (GO:0019076)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|PPIA|4
6757|regulation of superoxide metabolic process (GO:0090322)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|DHFR|4
6758|regulation of nuclear cell cycle DNA replication (GO:0033262)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|TIPIN|4
6759|regulation of nuclease activity (GO:0032069)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|HMGB2|4
6760|astral microtubule organization (GO:0030953)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|KPNB1|4
6761|negative regulation of meiotic cell cycle (GO:0051447)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|FBXO5|4
6762|nuclear polyadenylation-dependent rRNA catabolic process (GO:0071035)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|EXOSC8|4
6763|response to DNA damage checkpoint signaling (GO:0072423)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|SMC1A|4
6764|rRNA transport (GO:0051029)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|RPSA|4
6765|monoubiquitinated protein deubiquitination (GO:0035520)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|USP1|4
6766|positive regulation of megakaryocyte differentiation (GO:0045654)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|HMGB2|4
6767|negative regulation of meiotic nuclear division (GO:0045835)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|FBXO5|4
6768|spermine metabolic process (GO:0008215)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|SMS|4
6769|protein localization to nucleolus (GO:1902570)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|RAN|4
6770|negative regulation of cell cycle phase transition (GO:1901988)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|H2AFY|4
6771|tRNA catabolic process (GO:0016078)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|EXOSC8|4
6772|regulation of cellular response to oxidative stress (GO:1900407)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|DHFR|4
6773|negative regulation of cell size (GO:0045792)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|RHOA|4
6774|nucleoside phosphate catabolic process (GO:1901292)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|DCTPP1|4
6775|endoplasmic reticulum membrane organization (GO:0090158)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|ARL6IP1|4
6776|Golgi disassembly (GO:0090166)|1/6|0.104909744759646|1|0|0|9.10746812386157|20.5341973787577|CDK1|4
6777|positive regulation of cation channel activity (GO:2001259)|2/31|0.109835501533247|1|0|0|3.52547153181738|7.7869609486476|CALM3;CALM2|4
6778|regulation of intracellular estrogen receptor signaling pathway (GO:0033146)|2/31|0.109835501533247|1|0|0|3.52547153181738|7.7869609486476|CBFB;CNOT1|4
6779|negative regulation of stress-activated MAPK cascade (GO:0032873)|2/31|0.109835501533247|1|0|0|3.52547153181738|7.7869609486476|GPS2;FOXM1|4
6780|negative regulation of cation channel activity (GO:2001258)|2/31|0.109835501533247|1|0|0|3.52547153181738|7.7869609486476|CALM3;CALM2|4
6781|positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)|2/31|0.109835501533247|1|0|0|3.52547153181738|7.7869609486476|CKS2;CKS1B|4
6782|negative regulation of transferase activity (GO:0051348)|2/31|0.109835501533247|1|0|0|3.52547153181738|7.7869609486476|HNRNPU;TERF1|4
6783|negative regulation of cellular process (GO:0048523)|14/535|0.115736181458451|1|0|0|1.42995761197079|3.08362061805544|CDKN2D;CDKN1A;CDKN2C;GMNN;CTCF;FOXM1;SPN;ORC6;RBBP4;TMEM109;ANP32B;RBBP7;HIST1H2AC;CDKN3|4
6784|negative regulation of blood vessel endothelial cell migration (GO:0043537)|2/32|0.11580019184962|1|0|0|3.41530054644809|7.36300907483657|HMGB1;RHOA|4
6785|positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)|2/32|0.11580019184962|1|0|0|3.41530054644809|7.36300907483657|CALM3;CALM2|4
6786|regulation of protein export from nucleus (GO:0046825)|2/32|0.11580019184962|1|0|0|3.41530054644809|7.36300907483657|ANP32B;RANGAP1|4
6787|gene silencing by miRNA (GO:0035195)|2/32|0.11580019184962|1|0|0|3.41530054644809|7.36300907483657|CNOT1;RAN|4
6788|regulation of protein autophosphorylation (GO:0031952)|2/32|0.11580019184962|1|0|0|3.41530054644809|7.36300907483657|CALM3;CALM2|4
6789|regulation of small GTPase mediated signal transduction (GO:0051056)|5/141|0.117250115116129|1|0|0|1.9377591752897|4.15348193980458|ARHGAP11A;RACGAP1;ECT2;FOXM1;RHOA|4
6790|regulation of kinase activity (GO:0043549)|4/102|0.117382875886878|1|0|0|2.14293367620272|4.59083733739877|RBL1;LMO4;HNRNPU;ECT2|4
6791|negative regulation of nucleic acid-templated transcription (GO:1903507)|12/445|0.118093635811449|1|0|0|1.4735678762203|3.14794981818266|HSPA8;CENPF;CBX5;CBX3;ID1;GMNN;HMGB2;BIRC5;CTCF;KMT5A;FOXM1;EZH2|4
6792|modification-dependent protein catabolic process (GO:0019941)|5/142|0.119825365718418|1|0|0|1.92411298391442|4.08242877287122|RNF168;UBE2C;UBE2S;UHRF1;DTL|4
6793|lysosomal lumen acidification (GO:0007042)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|CLN6|4
6794|membrane raft polarization (GO:0001766)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|CD2|4
6795|axon regeneration (GO:0031103)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|DHFR|4
6796|modulation by symbiont of host cellular process (GO:0044068)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|KPNB1|4
6797|replication fork protection (GO:0048478)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|TIPIN|4
6798|exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|EXOSC8|4
6799|protein C-linked glycosylation via tryptophan (GO:0018317)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|DPM3|4
6800|regulation of RNA biosynthetic process (GO:2001141)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|RALY|4
6801|regulation of dendritic cell differentiation (GO:2001198)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|HMGB1|4
6802|regulation of meiotic nuclear division (GO:0040020)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|FBXO5|4
6803|exonucleolytic trimming involved in rRNA processing (GO:0000459)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|EXOSC8|4
6804|positive regulation of histone H3-K9 methylation (GO:0051574)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|HIST1H1B|4
6805|regulation of lymphocyte migration (GO:2000401)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|SPN|4
6806|negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|FOXM1|4
6807|negative regulation of B cell apoptotic process (GO:0002903)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|AURKB|4
6808|endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|RPSA|4
6809|ribosomal protein import into nucleus (GO:0006610)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|KPNB1|4
6810|posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|SEC62|4
6811|nucleic acid transport (GO:0050657)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|CKAP5|4
6812|positive regulation of apoptotic cell clearance (GO:2000427)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|C3|4
6813|pteridine-containing compound biosynthetic process (GO:0042559)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|DHFR|4
6814|membrane raft distribution (GO:0031580)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|CD2|4
6815|positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|MAD2L1|4
6816|tetrahydrofolate interconversion (GO:0035999)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|TYMS|4
6817|exit from host cell (GO:0035891)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|PPIA|4
6818|regulation of toll-like receptor 9 signaling pathway (GO:0034163)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|HMGB1|4
6819|regulation of microtubule binding (GO:1904526)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|MAPRE1|4
6820|strand invasion (GO:0042148)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|RAD51|4
6821|outer mitochondrial membrane organization (GO:0007008)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|HSP90AA1|4
6822|T-helper 1 type immune response (GO:0042088)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|HMGB1|4
6823|protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan (GO:0018406)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|DPM3|4
6824|regulation of cellular response to insulin stimulus (GO:1900076)|1/7|0.121294786117616|1|0|0|7.8064012490242|16.4678489252356|NUCKS1|4
6825|negative regulation of calcium ion transmembrane transporter activity (GO:1901020)|2/33|0.121845053068184|1|0|0|3.31180659049512|6.97136975748548|CALM3;CALM2|4
6826|purine ribonucleoside triphosphate metabolic process (GO:0009205)|2/33|0.121845053068184|1|0|0|3.31180659049512|6.97136975748548|HSPA8;RAN|4
6827|negative regulation of receptor activity (GO:2000272)|2/33|0.121845053068184|1|0|0|3.31180659049512|6.97136975748548|CALM3;CALM2|4
6828|protein import into nucleus (GO:0006606)|4/104|0.123599877186695|1|0|0|2.10172341319882|4.3940851777936|HIKESHI;NXT2;KPNB1;RAN|4
6829|ribosome biogenesis (GO:0042254)|7/227|0.124230524873456|1|0|0|1.68508220793914|3.51443503388512|RPS17;RPS5;EXOSC8;RPS20;RPSA;RPL6;RAN|4
6830|cellular response to light stimulus (GO:0071482)|3/67|0.124335956523717|1|0|0|2.44678248103744|5.10097394221436|PCNA;AURKB;RHNO1|4
6831|purine ribonucleotide metabolic process (GO:0009150)|3/67|0.124335956523717|1|0|0|2.44678248103744|5.10097394221436|HSPA8;HINT1;RAN|4
6832|protein acetylation (GO:0006473)|2/34|0.12796517451511|1|0|0|3.21440051430408|6.60879821980744|HAT1;ESCO2|4
6833|regulation of T cell differentiation (GO:0045580)|2/34|0.12796517451511|1|0|0|3.21440051430408|6.60879821980744|CD2;CBFB|4
6834|positive regulation of nucleocytoplasmic transport (GO:0046824)|2/34|0.12796517451511|1|0|0|3.21440051430408|6.60879821980744|ANP32B;ECT2|4
6835|regulation of intracellular protein transport (GO:0033157)|2/34|0.12796517451511|1|0|0|3.21440051430408|6.60879821980744|PCNT;KIF20B|4
6836|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)|3/69|0.132539205576194|1|0|0|2.37586124970302|4.801322846714|CDKN2D;ARL6IP1;BIRC5|4
6837|regulation of alcohol biosynthetic process (GO:1902930)|2/35|0.134155797512002|1|0|0|3.12256049960968|6.27245429010526|KPNB1;RAN|4
6838|positive regulation of DNA binding (GO:0043388)|2/35|0.134155797512002|1|0|0|3.12256049960968|6.27245429010526|HMGB2;HMGB1|4
6839|positive regulation of neurogenesis (GO:0050769)|3/70|0.136710124834234|1|0|0|2.34192037470726|4.6601697234355|KIF20B;ECT2;RHOA|4
6840|membrane fusion involved in viral entry into host cell (GO:0039663)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|PPIA|4
6841|phosphate ion transmembrane transport (GO:0035435)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|SLC25A10|4
6842|cellular response to nitric oxide (GO:0071732)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CDK2|4
6843|histone H2A-K119 monoubiquitination (GO:0036353)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|TRIM37|4
6844|ribosomal large subunit export from nucleus (GO:0000055)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|RAN|4
6845|stress-induced premature senescence (GO:0090400)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CDKN1A|4
6846|DNA recombinase assembly (GO:0000730)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|RAD51|4
6847|regulation of cytoplasmic mRNA processing body assembly (GO:0010603)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CNOT1|4
6848|translocation of molecules into host (GO:0044417)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|DDX39B|4
6849|DNA repair complex assembly (GO:0090735)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|RAD51|4
6850|positive regulation of DNA recombination (GO:0045911)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|MRNIP|4
6851|regulation of muscle organ development (GO:0048634)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CENPF|4
6852|regulation of T cell mediated immunity (GO:0002709)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|HMGB1|4
6853|regulation of response to oxidative stress (GO:1902882)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|H2AFY|4
6854|fusion of virus membrane with host plasma membrane (GO:0019064)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|PPIA|4
6855|regulation of endodeoxyribonuclease activity (GO:0032071)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|HMGB1|4
6856|cellular response to UV-B (GO:0071493)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CDKN1A|4
6857|positive regulation of spindle checkpoint (GO:0090232)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|MAD2L1|4
6858|T-helper cell lineage commitment (GO:0002295)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|SPN|4
6859|U4 snRNA 3'-end processing (GO:0034475)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|EXOSC8|4
6860|peptidyl-lysine monomethylation (GO:0018026)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|KMT5A|4
6861|nose development (GO:0043584)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|SMCHD1|4
6862|TORC1 signaling (GO:0038202)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CARD11|4
6863|viral mRNA export from host cell nucleus (GO:0046784)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|DDX39B|4
6864|negative regulation of telomerase activity (GO:0051974)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|TERF1|4
6865|telomeric D-loop disassembly (GO:0061820)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|TERF1|4
6866|positive regulation of tumor necrosis factor biosynthetic process (GO:0042535)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|SPN|4
6867|negative regulation of centriole replication (GO:0046600)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|TRIM37|4
6868|response to vitamin D (GO:0033280)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|CDKN2D|4
6869|negative regulation of establishment of protein localization (GO:1904950)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|TERF1|4
6870|double-strand break repair via synthesis-dependent strand annealing (GO:0045003)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|RAD51|4
6871|heterochromatin assembly (GO:0031507)|1/8|0.137380697359063|1|0|0|6.83060109289617|13.5587390305801|HELLS|4
6872|regulation of microtubule polymerization (GO:0031113)|2/36|0.140412311457476|1|0|0|3.03582270795386|5.95984244927526|STMN1;MAPRE1|4
6873|endothelial cell migration (GO:0043542)|2/36|0.140412311457476|1|0|0|3.03582270795386|5.95984244927526|ID1;RHOA|4
6874|apical junction assembly (GO:0043297)|2/36|0.140412311457476|1|0|0|3.03582270795386|5.95984244927526|ECT2;RHOA|4
6875|regulation of phosphoprotein phosphatase activity (GO:0043666)|2/36|0.140412311457476|1|0|0|3.03582270795386|5.95984244927526|CALM3;CALM2|4
6876|positive regulation of telomerase activity (GO:0051973)|2/36|0.140412311457476|1|0|0|3.03582270795386|5.95984244927526|HSP90AA1;AURKB|4
6877|regulation of cardiac muscle contraction (GO:0055117)|2/36|0.140412311457476|1|0|0|3.03582270795386|5.95984244927526|CALM3;CALM2|4
6878|epithelial cell migration (GO:0010631)|2/37|0.146730250044309|1|0|0|2.95377344557672|5.66876210796786|ANLN;RHOA|4
6879|regulation of nitric-oxide synthase activity (GO:0050999)|2/37|0.146730250044309|1|0|0|2.95377344557672|5.66876210796786|DHFR;HSP90AA1|4
6880|negative regulation of cell cycle (GO:0045786)|3/73|0.149484538764198|1|0|0|2.2456770716371|4.26804920533809|GMNN;PLK1;MAD2L1|4
6881|positive regulation of intracellular protein transport (GO:0090316)|5/153|0.149839703051124|1|0|0|1.78577806350227|3.38974463841804|ANP32B;KIF20B;ECT2;SAE1;PCNT|4
6882|positive regulation of receptor activity (GO:2000273)|2/38|0.153105287609628|1|0|0|2.87604256542997|5.39726614882949|CALM3;CALM2|4
6883|regulation of striated muscle tissue development (GO:0016202)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|CENPF|4
6884|positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901838)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|NCL|4
6885|negative regulation of phagocytosis (GO:0050765)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|HMGB1|4
6886|negative regulation of lymphocyte apoptotic process (GO:0070229)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|AURKB|4
6887|regulation of interleukin-1 secretion (GO:0050704)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|HMGB1|4
6888|regulation of methylation-dependent chromatin silencing (GO:0090308)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|UHRF1|4
6889|cellular response to reactive nitrogen species (GO:1902170)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|CDK2|4
6890|regulation of interferon-gamma secretion (GO:1902713)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|CD2|4
6891|positive regulation of synapse maturation (GO:0090129)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|CDC20|4
6892|somatic recombination of immunoglobulin genes involved in immune response (GO:0002204)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|RNF168|4
6893|multi-ciliated epithelial cell differentiation (GO:1903251)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|PLK4|4
6894|negative regulation of chromatin silencing (GO:0031936)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|ATAD2|4
6895|positive regulation of vascular endothelial cell proliferation (GO:1905564)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|HMGB1|4
6896|heterochromatin organization (GO:0070828)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|HP1BP3|4
6897|nuclear RNA surveillance (GO:0071027)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|EXOSC8|4
6898|establishment of epithelial cell apical/basal polarity (GO:0045198)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|RHOA|4
6899|negative regulation of histone methylation (GO:0031061)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|H2AFY|4
6900|nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|EXOSC8|4
6901|Golgi inheritance (GO:0048313)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|CDK1|4
6902|response to vitamin (GO:0033273)|1/9|0.153172924347737|1|0|0|6.07164541590771|11.3915468811023|CDKN2D|4
6903|positive regulation of kinase activity (GO:0033674)|4/114|0.156654788477245|1|0|0|1.91736171028665|3.55423390672196|CENPE;CDKN1A;MRNIP;LMO4|4
6904|positive regulation of cell proliferation (GO:0008284)|11/425|0.158469728590642|1|0|0|1.4143362262938|2.60547844395555|TIPIN;CDKN1A;HMGN5;PRC1;CDK2;HNRNPU;BIRC5;NAP1L1;KIF20B;FOXM1;CDC25B|4
6905|negative regulation of cell growth (GO:0030308)|4/116|0.163628428896892|1|0|0|1.88430374976446|3.41088580958448|CDKN2D;CDKN1A;CDKN2C;RBBP7|4
6906|rRNA metabolic process (GO:0016072)|6/201|0.164117647497098|1|0|0|1.63118832069162|2.94783744482906|RPS17;RPS5;EXOSC8;RPS20;RPSA;RPL6|4
6907|regulation of alternative mRNA splicing, via spliceosome (GO:0000381)|2/40|0.166010037927901|1|0|0|2.73224043715847|4.90630334155358|MAGOH;HNRNPU|4
6908|purine ribonucleoside monophosphate biosynthetic process (GO:0009168)|2/40|0.166010037927901|1|0|0|2.73224043715847|4.90630334155358|IMPDH2;ATP5G2|4
6909|purine ribonucleoside monophosphate metabolic process (GO:0009167)|2/40|0.166010037927901|1|0|0|2.73224043715847|4.90630334155358|HSPA8;IMPDH2|4
6910|regulation of response to stress (GO:0080134)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|H2AFY|4
6911|regulation of B cell apoptotic process (GO:0002902)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|AURKB|4
6912|IRES-dependent viral translational initiation (GO:0075522)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|PCBP2|4
6913|regulation of synapse maturation (GO:0090128)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|CDC20|4
6914|neuron projection regeneration (GO:0031102)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|DHFR|4
6915|negative regulation of stem cell differentiation (GO:2000737)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|HNRNPU|4
6916|polarized epithelial cell differentiation (GO:0030859)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|RHOA|4
